Date,Country,Continent,Disaster_Type,Magnitude,Affected_Area_sqkm,Duration_Days,Infrastructure_Damage,Fatalities,Evacuated_People,Economic_Damage_Millions,Alert_Level,International_Aid_Required
08/07/2000,הודו,אסיה,הוריקן,דרגה 3,13428,5,נזק קל בלבד,168,14170,1911,קריטית,כן
04/10/2003,"ארה""ב",צפון אמריקה,רעידת אדמה,6.4 ריכטר,677,2,הרס נרחב,68,40840,175,גבוהה,כן
27/09/2004,אוסטרליה,אוקיאניה,צונאמי,גלים בגובה 11 מטר,186,2,נזק קל בלבד,73,31266,1425,קריטית,כן
02/09/2023,אינדונזיה,אסיה,רעידת אדמה,5.5 ריכטר,738,3,נזק חלקי לתשתיות,252,39837,1081,קריטית,כן
14/08/2011,יפן,אסיה,שריפת יער,סכנה קיצונית,4112,32,נזק חלקי לתשתיות,149,26349,699,גבוהה,כן
05/03/2021,הודו,אסיה,הוריקן,דרגה 3,10057,2,נזק קל בלבד,211,34929,1964,קריטית,כן
22/04/2025,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,2182,59,קריסת מערכות מוחלטת,263,48356,641,קריטית,כן
22/06/2014,קנדה,צפון אמריקה,רעידת אדמה,5.3 ריכטר,458,3,קריסת מערכות מוחלטת,215,31893,654,קריטית,כן
22/02/2006,צ'ילה,דרום אמריקה,הוריקן,דרגה 5,2711,3,נזק קל בלבד,127,41185,1740,קריטית,כן
14/11/2009,קנדה,צפון אמריקה,הוריקן,דרגה 1,8023,8,הרס נרחב,62,7691,375,גבוהה,כן
18/11/2008,"ארה""ב",צפון אמריקה,רעידת אדמה,5.9 ריכטר,104,2,נזק חלקי לתשתיות,22,17465,1079,גבוהה,כן
02/04/2003,טורקיה,אירופה,צונאמי,גלים בגובה 3 מטר,27,1,נזק קל בלבד,223,47073,865,קריטית,כן
08/09/2017,צ'ילה,דרום אמריקה,רעידת אדמה,8.4 ריכטר,621,3,קריסת מערכות מוחלטת,74,49970,537,קריטית,כן
15/12/2013,איטליה,אירופה,צונאמי,גלים בגובה 13 מטר,221,2,נזק קל בלבד,114,20426,788,גבוהה,לא
26/11/2025,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,19066,18,נזק חלקי לתשתיות,79,12502,1916,קריטית,כן
20/09/2023,איטליה,אירופה,הוריקן,דרגה 3,5043,3,הרס נרחב,157,25232,1351,קריטית,כן
27/05/2012,יפן,אסיה,רעידת אדמה,4.6 ריכטר,408,4,נזק קל בלבד,292,18055,239,קריטית,כן
26/03/2002,צ'ילה,דרום אמריקה,הוריקן,דרגה 3,2900,5,נזק חלקי לתשתיות,76,44508,1885,קריטית,כן
08/05/2022,טורקיה,אירופה,הוריקן,דרגה 1,11883,10,קריסת מערכות מוחלטת,300,35139,285,קריטית,כן
19/05/2005,טורקיה,אירופה,צונאמי,גלים בגובה 2 מטר,116,3,קריסת מערכות מוחלטת,189,823,1008,קריטית,כן
05/06/2025,אוסטרליה,אוקיאניה,רעידת אדמה,5.0 ריכטר,175,2,קריסת מערכות מוחלטת,268,16058,644,קריטית,כן
26/06/2014,"ארה""ב",צפון אמריקה,צונאמי,גלים בגובה 13 מטר,107,3,נזק קל בלבד,294,16388,1327,קריטית,כן
22/12/2012,"ארה""ב",צפון אמריקה,רעידת אדמה,4.8 ריכטר,147,4,נזק קל בלבד,94,4976,1042,גבוהה,לא
08/03/2018,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,13870,8,קריסת מערכות מוחלטת,13,26681,1598,קריטית,כן
04/06/2002,צ'ילה,דרום אמריקה,רעידת אדמה,4.6 ריכטר,784,2,קריסת מערכות מוחלטת,160,44884,158,קריטית,כן
26/09/2017,יפן,אסיה,שריפת יער,סכנה קיצונית,4725,29,הרס נרחב,1,32341,1075,גבוהה,כן
30/12/2007,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,4292,27,נזק חלקי לתשתיות,158,39748,1006,קריטית,כן
01/03/2012,קנדה,צפון אמריקה,צונאמי,גלים בגובה 8 מטר,299,1,נזק קל בלבד,57,2304,117,גבוהה,לא
17/04/2017,צ'ילה,דרום אמריקה,רעידת אדמה,6.8 ריכטר,753,3,הרס נרחב,87,33949,1110,גבוהה,כן
25/11/2018,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 1.6 מטר,573,17,נזק חלקי לתשתיות,84,41419,647,גבוהה,כן
12/06/2010,טורקיה,אירופה,צונאמי,גלים בגובה 9 מטר,142,1,נזק חלקי לתשתיות,113,23995,1015,גבוהה,כן
11/04/2012,יפן,אסיה,רעידת אדמה,7.9 ריכטר,795,4,נזק קל בלבד,177,3295,1881,קריטית,כן
17/08/2015,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,17874,34,הרס נרחב,216,13453,214,קריטית,כן
22/02/2026,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,19179,18,נזק קל בלבד,108,25101,589,גבוהה,לא
31/12/2020,טורקיה,אירופה,צונאמי,גלים בגובה 13 מטר,34,2,קריסת מערכות מוחלטת,103,39465,1935,קריטית,כן
08/03/2016,קנדה,צפון אמריקה,הוריקן,דרגה 5,4949,3,נזק קל בלבד,0,28251,429,בינונית,לא
24/04/2004,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,11587,7,קריסת מערכות מוחלטת,206,1282,198,קריטית,כן
10/07/2011,איטליה,אירופה,רעידת אדמה,8.0 ריכטר,77,1,הרס נרחב,261,21437,999,קריטית,כן
20/02/2009,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 0.8 מטר,2897,30,נזק חלקי לתשתיות,294,35719,500,קריטית,כן
25/05/2015,טורקיה,אירופה,הוריקן,דרגה 4,10990,2,קריסת מערכות מוחלטת,30,47372,1556,קריטית,כן
10/04/2026,"ארה""ב",צפון אמריקה,שיטפון,מפלס מים 2.2 מטר,320,22,נזק חלקי לתשתיות,168,39677,1078,קריטית,כן
03/09/2009,הודו,אסיה,רעידת אדמה,6.6 ריכטר,800,3,נזק קל בלבד,168,5104,1925,קריטית,כן
29/06/2012,יפן,אסיה,שיטפון,מפלס מים 2.1 מטר,1771,6,קריסת מערכות מוחלטת,39,20973,1002,קריטית,כן
02/06/2014,טורקיה,אירופה,שיטפון,מפלס מים 2.8 מטר,2973,9,נזק חלקי לתשתיות,98,9143,1938,קריטית,כן
30/12/2007,הודו,אסיה,הוריקן,דרגה 5,5296,9,הרס נרחב,121,37084,709,גבוהה,לא
19/06/2011,טורקיה,אירופה,צונאמי,גלים בגובה 9 מטר,151,3,קריסת מערכות מוחלטת,138,9881,1853,קריטית,כן
12/04/2021,טורקיה,אירופה,צונאמי,גלים בגובה 2 מטר,220,3,הרס נרחב,201,22157,1915,קריטית,כן
20/01/2021,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 3.7 מטר,2184,8,קריסת מערכות מוחלטת,74,20604,456,קריטית,כן
30/10/2021,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,10955,60,קריסת מערכות מוחלטת,269,44578,4,קריטית,כן
15/04/2011,יפן,אסיה,צונאמי,גלים בגובה 4 מטר,191,2,נזק חלקי לתשתיות,225,44512,1769,קריטית,כן
19/10/2024,קנדה,צפון אמריקה,רעידת אדמה,7.0 ריכטר,549,1,נזק חלקי לתשתיות,286,35221,1685,קריטית,כן
21/03/2010,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,23536,18,קריסת מערכות מוחלטת,20,49168,25,קריטית,כן
11/01/2000,קנדה,צפון אמריקה,רעידת אדמה,6.0 ריכטר,463,1,נזק קל בלבד,100,12608,713,גבוהה,כן
10/11/2005,איטליה,אירופה,הוריקן,דרגה 2,14405,10,הרס נרחב,293,1176,991,קריטית,כן
30/06/2015,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,4735,9,קריסת מערכות מוחלטת,140,21613,1312,קריטית,כן
14/08/2005,קנדה,צפון אמריקה,צונאמי,גלים בגובה 8 מטר,202,3,קריסת מערכות מוחלטת,250,12535,1113,קריטית,כן
07/04/2017,איטליה,אירופה,הוריקן,דרגה 3,14515,3,נזק קל בלבד,95,22850,1572,קריטית,כן
07/10/2011,הודו,אסיה,שיטפון,מפלס מים 3.3 מטר,314,17,קריסת מערכות מוחלטת,251,30110,646,קריטית,כן
12/10/2008,"ארה""ב",צפון אמריקה,הוריקן,דרגה 2,2827,13,קריסת מערכות מוחלטת,93,38983,467,קריטית,כן
27/06/2010,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,21019,36,נזק חלקי לתשתיות,245,19188,1453,קריטית,כן
19/12/2017,צ'ילה,דרום אמריקה,רעידת אדמה,4.9 ריכטר,343,1,נזק חלקי לתשתיות,193,12075,979,קריטית,כן
10/01/2017,טורקיה,אירופה,צונאמי,גלים בגובה 15 מטר,56,3,נזק חלקי לתשתיות,125,22322,720,גבוהה,לא
27/02/2014,טורקיה,אירופה,שיטפון,מפלס מים 1.2 מטר,1605,27,קריסת מערכות מוחלטת,259,19889,1618,קריטית,כן
02/01/2010,הודו,אסיה,שריפת יער,סכנה קיצונית,24324,12,נזק קל בלבד,192,22270,815,קריטית,כן
03/11/2025,איטליה,אירופה,שיטפון,מפלס מים 3.5 מטר,596,28,נזק קל בלבד,158,14976,2,קריטית,כן
15/06/2000,אינדונזיה,אסיה,הוריקן,דרגה 2,5083,2,הרס נרחב,169,8541,528,קריטית,כן
26/05/2014,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,14717,7,נזק חלקי לתשתיות,163,27815,118,קריטית,כן
21/01/2020,איטליה,אירופה,צונאמי,גלים בגובה 9 מטר,106,2,קריסת מערכות מוחלטת,228,44704,57,קריטית,כן
14/06/2005,הודו,אסיה,רעידת אדמה,6.2 ריכטר,198,3,קריסת מערכות מוחלטת,300,36141,585,קריטית,כן
11/05/2004,"ארה""ב",צפון אמריקה,שיטפון,מפלס מים 4.0 מטר,2144,3,קריסת מערכות מוחלטת,58,14720,833,קריטית,כן
30/06/2006,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 2 מטר,160,2,נזק חלקי לתשתיות,299,25167,1312,קריטית,כן
13/07/2004,הודו,אסיה,צונאמי,גלים בגובה 15 מטר,11,3,נזק חלקי לתשתיות,123,6256,1962,קריטית,כן
03/03/2000,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,14844,56,נזק חלקי לתשתיות,147,38262,146,גבוהה,לא
09/02/2009,טורקיה,אירופה,שריפת יער,סכנה קיצונית,15962,21,נזק חלקי לתשתיות,73,2379,1503,קריטית,כן
06/05/2024,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,5170,11,נזק קל בלבד,156,46403,1835,קריטית,כן
29/05/2018,איטליה,אירופה,רעידת אדמה,5.2 ריכטר,187,4,נזק קל בלבד,217,14401,1827,קריטית,כן
10/08/2009,הודו,אסיה,רעידת אדמה,5.3 ריכטר,510,1,נזק קל בלבד,163,42820,1131,קריטית,כן
12/04/2014,הודו,אסיה,הוריקן,דרגה 4,7084,13,הרס נרחב,69,21861,1997,קריטית,כן
02/11/2020,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,14147,9,נזק קל בלבד,128,30968,891,גבוהה,כן
31/10/2022,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,7348,11,נזק חלקי לתשתיות,295,12435,263,קריטית,כן
05/08/2000,יפן,אסיה,הוריקן,דרגה 1,1643,8,נזק חלקי לתשתיות,160,49807,1137,קריטית,כן
07/09/2004,אוסטרליה,אוקיאניה,צונאמי,גלים בגובה 10 מטר,152,2,נזק חלקי לתשתיות,204,23084,1091,קריטית,כן
13/02/2024,קנדה,צפון אמריקה,צונאמי,גלים בגובה 4 מטר,36,3,נזק חלקי לתשתיות,191,39781,56,קריטית,כן
16/08/2014,מקסיקו,צפון אמריקה,רעידת אדמה,7.9 ריכטר,301,4,קריסת מערכות מוחלטת,207,42940,1363,קריטית,כן
17/05/2012,"ארה""ב",צפון אמריקה,שיטפון,מפלס מים 1.4 מטר,2116,29,הרס נרחב,5,24106,165,גבוהה,כן
28/11/2002,יפן,אסיה,צונאמי,גלים בגובה 15 מטר,201,1,הרס נרחב,184,5535,614,קריטית,כן
20/08/2021,"ארה""ב",צפון אמריקה,רעידת אדמה,4.6 ריכטר,565,3,נזק חלקי לתשתיות,214,1124,1063,קריטית,כן
27/07/2017,אוסטרליה,אוקיאניה,צונאמי,גלים בגובה 2 מטר,10,3,הרס נרחב,272,34202,1752,קריטית,כן
21/04/2023,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,18261,47,נזק חלקי לתשתיות,91,45758,1603,קריטית,כן
01/04/2000,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 15 מטר,258,3,קריסת מערכות מוחלטת,257,24172,1527,קריטית,כן
20/06/2010,הודו,אסיה,הוריקן,דרגה 2,9160,4,הרס נרחב,56,12374,1929,קריטית,כן
07/05/2018,טורקיה,אירופה,הוריקן,דרגה 3,8488,3,נזק חלקי לתשתיות,269,47940,805,קריטית,כן
21/04/2013,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,22550,43,הרס נרחב,89,36088,1756,קריטית,כן
18/11/2014,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,7660,5,נזק קל בלבד,86,8788,1946,קריטית,כן
28/10/2015,איטליה,אירופה,שיטפון,מפלס מים 2.2 מטר,868,10,נזק חלקי לתשתיות,115,8254,1608,קריטית,כן
25/05/2010,צ'ילה,דרום אמריקה,שיטפון,מפלס מים 3.5 מטר,1931,24,נזק חלקי לתשתיות,35,33786,72,בינונית,לא
13/03/2024,צ'ילה,דרום אמריקה,הוריקן,דרגה 1,2353,5,נזק חלקי לתשתיות,95,25693,531,גבוהה,כן
12/08/2010,קנדה,צפון אמריקה,שיטפון,מפלס מים 3.3 מטר,1739,16,נזק קל בלבד,175,45581,1800,קריטית,כן
06/06/2014,"ארה""ב",צפון אמריקה,צונאמי,גלים בגובה 8 מטר,190,2,נזק חלקי לתשתיות,62,36125,1802,קריטית,כן
22/08/2003,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,20374,19,נזק קל בלבד,120,42303,22,גבוהה,לא
23/05/2020,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 2.7 מטר,1401,28,נזק חלקי לתשתיות,16,34709,1865,קריטית,כן
28/12/2022,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,9839,21,הרס נרחב,243,32011,523,קריטית,כן
17/04/2012,איטליה,אירופה,שיטפון,מפלס מים 0.9 מטר,2816,10,הרס נרחב,66,49152,425,גבוהה,לא
06/09/2004,אינדונזיה,אסיה,צונאמי,גלים בגובה 2 מטר,105,3,קריסת מערכות מוחלטת,203,43716,949,קריטית,כן
28/12/2018,קנדה,צפון אמריקה,רעידת אדמה,7.2 ריכטר,428,2,הרס נרחב,250,22975,1916,קריטית,כן
20/07/2009,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 3.8 מטר,321,3,נזק חלקי לתשתיות,206,48111,139,קריטית,כן
21/10/2002,אוסטרליה,אוקיאניה,שיטפון,מפלס מים 3.0 מטר,1670,10,נזק חלקי לתשתיות,48,43227,521,גבוהה,כן
15/01/2010,צ'ילה,דרום אמריקה,שיטפון,מפלס מים 0.5 מטר,295,26,נזק חלקי לתשתיות,38,39416,478,בינונית,לא
30/08/2001,איטליה,אירופה,שיטפון,מפלס מים 1.3 מטר,612,20,נזק קל בלבד,135,26069,803,גבוהה,כן
27/11/2017,איטליה,אירופה,רעידת אדמה,6.4 ריכטר,632,1,נזק חלקי לתשתיות,226,7599,847,קריטית,כן
16/09/2020,הודו,אסיה,הוריקן,דרגה 4,8556,6,קריסת מערכות מוחלטת,288,29460,614,קריטית,כן
04/01/2000,קנדה,צפון אמריקה,רעידת אדמה,4.9 ריכטר,394,4,נזק חלקי לתשתיות,245,25240,1760,קריטית,כן
12/11/2012,יפן,אסיה,שיטפון,מפלס מים 0.6 מטר,516,16,נזק חלקי לתשתיות,92,47580,240,גבוהה,כן
19/08/2006,"ארה""ב",צפון אמריקה,צונאמי,גלים בגובה 11 מטר,57,2,הרס נרחב,127,30326,393,גבוהה,לא
05/07/2022,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,6260,50,הרס נרחב,248,13561,1548,קריטית,כן
17/04/2021,"ארה""ב",צפון אמריקה,שיטפון,מפלס מים 2.9 מטר,712,8,נזק חלקי לתשתיות,273,15969,1782,קריטית,כן
09/11/2015,צ'ילה,דרום אמריקה,רעידת אדמה,6.6 ריכטר,683,1,הרס נרחב,172,18365,1220,קריטית,כן
23/09/2006,איטליה,אירופה,שיטפון,מפלס מים 0.9 מטר,326,13,הרס נרחב,233,35938,1390,קריטית,כן
01/02/2020,יפן,אסיה,צונאמי,גלים בגובה 8 מטר,294,2,הרס נרחב,122,22920,1306,קריטית,כן
21/07/2007,יפן,אסיה,שריפת יער,סכנה קיצונית,9510,18,נזק קל בלבד,94,6940,1315,קריטית,כן
20/12/2024,"ארה""ב",צפון אמריקה,שיטפון,מפלס מים 3.8 מטר,309,5,נזק חלקי לתשתיות,142,16945,1989,קריטית,כן
23/08/2007,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,5604,15,הרס נרחב,228,29096,929,קריטית,כן
