Date,Country,Continent,Disaster_Type,Magnitude,Affected_Area_sqkm,Infrastructure_Damage,Fatalities,Evacuated_People,Economic_Damage_Millions,Alert_Level,International_Aid_Required
14/02/2018,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,14024,קריסת מערכות מוחלטת,210,34693,343,קריטית,כן
19/11/2022,איטליה,אירופה,שריפת יער,סכנה קיצונית,2210,קריסת מערכות מוחלטת,118,12871,1444,קריטית,כן
24/03/2024,יפן,אסיה,שריפת יער,סכנה קיצונית,16209,קריסת מערכות מוחלטת,146,18406,1336,קריטית,כן
11/02/2013,טורקיה,אירופה,שריפת יער,סכנה קיצונית,5356,קריסת מערכות מוחלטת,1,32843,906,קריטית,כן
12/03/2005,טורקיה,אירופה,שריפת יער,סכנה קיצונית,12498,קריסת מערכות מוחלטת,3,37133,666,קריטית,כן
27/12/2021,טורקיה,אירופה,שריפת יער,סכנה קיצונית,5398,קריסת מערכות מוחלטת,168,23561,438,קריטית,כן
06/11/2000,איטליה,אירופה,שריפת יער,סכנה קיצונית,19285,קריסת מערכות מוחלטת,128,11106,1909,קריטית,כן
04/12/2008,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,20129,קריסת מערכות מוחלטת,19,5906,1763,קריטית,כן
21/07/2010,יפן,אסיה,שריפת יער,סכנה קיצונית,6807,קריסת מערכות מוחלטת,201,19398,1972,קריטית,כן
16/05/2005,הודו,אסיה,שריפת יער,סכנה קיצונית,18990,קריסת מערכות מוחלטת,186,42281,295,קריטית,כן
05/12/2025,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,24787,קריסת מערכות מוחלטת,247,36684,552,קריטית,כן
03/10/2025,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,19123,קריסת מערכות מוחלטת,174,18526,1837,קריטית,כן
09/05/2004,איטליה,אירופה,שריפת יער,סכנה קיצונית,15378,קריסת מערכות מוחלטת,130,4866,91,קריטית,כן
20/07/2018,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,20261,קריסת מערכות מוחלטת,118,48155,1360,קריטית,כן
05/03/2017,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,9718,קריסת מערכות מוחלטת,80,14290,1865,קריטית,כן
24/07/2018,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,19783,קריסת מערכות מוחלטת,110,10663,1678,קריטית,כן
22/10/2011,הודו,אסיה,שריפת יער,סכנה קיצונית,22647,קריסת מערכות מוחלטת,114,37894,493,קריטית,כן
06/09/2010,יפן,אסיה,שריפת יער,סכנה קיצונית,13891,קריסת מערכות מוחלטת,143,2502,1150,קריטית,כן
26/06/2020,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,14673,קריסת מערכות מוחלטת,54,9557,1723,קריטית,כן
01/09/2021,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,8054,קריסת מערכות מוחלטת,287,33415,1846,קריטית,כן
21/04/2012,איטליה,אירופה,שריפת יער,סכנה קיצונית,11647,קריסת מערכות מוחלטת,71,17814,739,קריטית,כן
07/04/2002,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,21584,קריסת מערכות מוחלטת,163,46997,43,קריטית,כן
13/07/2010,יפן,אסיה,שריפת יער,סכנה קיצונית,15240,קריסת מערכות מוחלטת,175,33710,1146,קריטית,כן
05/08/2002,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,10231,קריסת מערכות מוחלטת,143,1524,1248,קריטית,כן
20/08/2019,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,11615,קריסת מערכות מוחלטת,245,49156,728,קריטית,כן
02/08/2021,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,12056,קריסת מערכות מוחלטת,78,39835,700,קריטית,כן
28/06/2007,יפן,אסיה,שריפת יער,סכנה קיצונית,11845,קריסת מערכות מוחלטת,237,24262,928,קריטית,כן
16/07/2009,יפן,אסיה,שריפת יער,סכנה קיצונית,5995,קריסת מערכות מוחלטת,55,9906,703,קריטית,כן
12/03/2001,הודו,אסיה,שריפת יער,סכנה קיצונית,21572,קריסת מערכות מוחלטת,102,6378,856,קריטית,כן
14/12/2021,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,12053,קריסת מערכות מוחלטת,164,43655,1383,קריטית,כן
21/09/2006,איטליה,אירופה,שריפת יער,סכנה קיצונית,17965,קריסת מערכות מוחלטת,298,9678,1129,קריטית,כן
24/06/2011,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,23837,קריסת מערכות מוחלטת,165,7896,580,קריטית,כן
27/09/2000,יפן,אסיה,שריפת יער,סכנה קיצונית,17106,קריסת מערכות מוחלטת,291,14632,1745,קריטית,כן
23/10/2015,יפן,אסיה,שריפת יער,סכנה קיצונית,17463,קריסת מערכות מוחלטת,59,32288,1554,קריטית,כן
12/10/2014,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,11834,קריסת מערכות מוחלטת,278,40529,214,קריטית,כן
23/08/2007,יפן,אסיה,שריפת יער,סכנה קיצונית,20776,קריסת מערכות מוחלטת,56,20659,1937,קריטית,כן
11/01/2002,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,22130,קריסת מערכות מוחלטת,300,45446,249,קריטית,כן
17/11/2022,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,3670,קריסת מערכות מוחלטת,78,49623,600,קריטית,כן
25/08/2021,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,6498,קריסת מערכות מוחלטת,93,1732,1392,קריטית,כן
21/10/2021,איטליה,אירופה,שריפת יער,סכנה קיצונית,24414,קריסת מערכות מוחלטת,192,24192,300,קריטית,כן
31/03/2000,הודו,אסיה,שריפת יער,סכנה קיצונית,18042,קריסת מערכות מוחלטת,242,42721,83,קריטית,כן
12/07/2008,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,21978,קריסת מערכות מוחלטת,180,22099,1034,קריטית,כן
26/05/2014,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,9186,קריסת מערכות מוחלטת,299,22691,402,קריטית,כן
17/09/2002,יפן,אסיה,שריפת יער,סכנה קיצונית,13630,קריסת מערכות מוחלטת,260,20597,854,קריטית,כן
01/01/2024,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,19561,קריסת מערכות מוחלטת,238,45115,210,קריטית,כן
09/08/2002,טורקיה,אירופה,שריפת יער,סכנה קיצונית,4253,קריסת מערכות מוחלטת,275,10641,220,קריטית,כן
31/03/2015,יפן,אסיה,שריפת יער,סכנה קיצונית,8964,קריסת מערכות מוחלטת,41,24598,1492,קריטית,כן
30/08/2013,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,10834,קריסת מערכות מוחלטת,4,31341,1931,קריטית,כן
15/03/2015,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,21569,קריסת מערכות מוחלטת,261,48052,986,קריטית,כן
31/07/2004,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,15871,קריסת מערכות מוחלטת,267,44720,1453,קריטית,כן
22/08/2001,טורקיה,אירופה,שריפת יער,סכנה קיצונית,23680,קריסת מערכות מוחלטת,256,31742,905,קריטית,כן
21/01/2019,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,17854,קריסת מערכות מוחלטת,285,26356,1673,קריטית,כן
13/07/2007,איטליה,אירופה,שריפת יער,סכנה קיצונית,16216,קריסת מערכות מוחלטת,86,16803,1079,קריטית,כן
30/03/2015,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,4171,קריסת מערכות מוחלטת,118,8083,114,קריטית,כן
20/01/2015,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,18992,קריסת מערכות מוחלטת,142,47176,360,קריטית,כן
09/12/2016,טורקיה,אירופה,שריפת יער,סכנה קיצונית,21421,קריסת מערכות מוחלטת,280,21513,443,קריטית,כן
25/11/2014,טורקיה,אירופה,שריפת יער,סכנה קיצונית,2412,קריסת מערכות מוחלטת,158,32128,1807,קריטית,כן
22/08/2005,הודו,אסיה,שריפת יער,סכנה קיצונית,23512,קריסת מערכות מוחלטת,163,38422,697,קריטית,כן
15/09/2016,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,5496,קריסת מערכות מוחלטת,185,10525,1623,קריטית,כן
15/12/2016,הודו,אסיה,שריפת יער,סכנה קיצונית,24993,קריסת מערכות מוחלטת,23,9126,665,קריטית,כן
18/12/2006,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,18457,קריסת מערכות מוחלטת,7,11927,1407,קריטית,כן
10/12/2014,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,2775,קריסת מערכות מוחלטת,221,45669,1819,קריטית,כן
05/09/2022,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,10211,קריסת מערכות מוחלטת,53,6783,608,קריטית,כן
15/06/2013,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,22721,קריסת מערכות מוחלטת,256,35354,372,קריטית,כן
23/04/2011,הודו,אסיה,שריפת יער,סכנה קיצונית,21830,קריסת מערכות מוחלטת,98,24662,1355,קריטית,כן
05/10/2011,יפן,אסיה,שריפת יער,סכנה קיצונית,9357,קריסת מערכות מוחלטת,209,6567,1754,קריטית,כן
10/03/2024,איטליה,אירופה,שריפת יער,סכנה קיצונית,3414,קריסת מערכות מוחלטת,197,14330,1072,קריטית,כן
29/03/2003,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,17596,קריסת מערכות מוחלטת,259,46738,1188,קריטית,כן
06/08/2016,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,6864,קריסת מערכות מוחלטת,51,4072,1013,קריטית,כן
04/11/2007,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,18859,קריסת מערכות מוחלטת,112,35743,1031,קריטית,כן
22/01/2017,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,9144,קריסת מערכות מוחלטת,99,7185,1074,קריטית,כן
20/08/2016,יפן,אסיה,שריפת יער,סכנה קיצונית,18222,קריסת מערכות מוחלטת,74,48807,595,קריטית,כן
22/01/2006,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,1212,קריסת מערכות מוחלטת,286,26404,1181,קריטית,כן
29/10/2008,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,23052,קריסת מערכות מוחלטת,40,35672,943,קריטית,כן
05/04/2011,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,8055,קריסת מערכות מוחלטת,132,29617,375,קריטית,כן
09/07/2013,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,9593,קריסת מערכות מוחלטת,223,30042,1982,קריטית,כן
27/12/2021,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,18722,קריסת מערכות מוחלטת,71,24165,565,קריטית,כן
27/10/2024,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,16443,קריסת מערכות מוחלטת,142,30189,419,קריטית,כן
03/09/2019,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,12887,קריסת מערכות מוחלטת,98,30333,1962,קריטית,כן
30/06/2007,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,9244,קריסת מערכות מוחלטת,200,3926,273,קריטית,כן
15/11/2013,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,23568,קריסת מערכות מוחלטת,273,7974,1938,קריטית,כן
16/05/2021,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,10878,קריסת מערכות מוחלטת,279,17044,1,קריטית,כן
14/04/2018,טורקיה,אירופה,שריפת יער,סכנה קיצונית,16996,קריסת מערכות מוחלטת,157,7869,1309,קריטית,כן
18/01/2011,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,13202,קריסת מערכות מוחלטת,37,33285,418,קריטית,כן
04/06/2007,איטליה,אירופה,שריפת יער,סכנה קיצונית,16825,קריסת מערכות מוחלטת,62,34015,411,קריטית,כן
31/05/2024,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,5799,קריסת מערכות מוחלטת,279,43824,915,קריטית,כן
07/10/2001,טורקיה,אירופה,שריפת יער,סכנה קיצונית,1827,קריסת מערכות מוחלטת,29,14367,1885,קריטית,כן
17/07/2020,הודו,אסיה,שריפת יער,סכנה קיצונית,4581,קריסת מערכות מוחלטת,153,36327,597,קריטית,כן
02/10/2001,טורקיה,אירופה,שריפת יער,סכנה קיצונית,16445,קריסת מערכות מוחלטת,172,44671,844,קריטית,כן
22/08/2016,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,7402,קריסת מערכות מוחלטת,232,16128,1528,קריטית,כן
13/12/2001,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,1317,קריסת מערכות מוחלטת,105,45084,1531,קריטית,כן
01/02/2024,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,3334,קריסת מערכות מוחלטת,83,23005,1981,קריטית,כן
12/06/2000,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,3269,קריסת מערכות מוחלטת,262,9396,1453,קריטית,כן
25/06/2009,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,15722,קריסת מערכות מוחלטת,136,5492,430,קריטית,כן
